File,Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
20260817_agdm-export_Scale-Subset.csv,"Ireland, sheet XI, Valentia to Cape Clear / surveyed by Comrs. Wolfe and Church, Lieutt. Veitch and C. George, Master R.N. 1849-53, the offshore soundings by Comr. Edye and G.F. McDougall Mastr. R.N. 1859 ; published at the Admiralty, 17th Novr. 1860 ; Engraved by Davies, Bryer & Co.",Corrections March [18]70.,"Kerry, Ireland 1870",Great Britain. Hydrographic Office. Admiralty chart ; 2424.,Great Britain. Hydrographic Office.,"Davies, Bryer & Co.",1870;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland; Coasts -- Ireland -- Kerry -- Maps;,Europe;,Ireland;,,,Kerry;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 2 coastal profiles.; ""2424."";",,,,cartographic image,still image,Maps,Grayscale;,"1:145,000 (W 11°25ʹ00ʺ--W 9°23ʹ00ʺ/N 51°58ʹ00ʺ--N 51°10ʹ00ʺ);",W 11°25ʹ00ʺ--W 9°23ʹ00ʺ/N 51°58ʹ00ʺ--N 51°10ʹ00ʺ,American Geographical Society Library - Maps,,"1 map ; 62 x 97 cm, on sheet 69 x 100 cm;",BA 2424 1870,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029439,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","An 1860 nautical chart shows the Irish coastline between Valentia and Cape Clear, focused on County Kerry.",DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32532,32532,32535.jp2,/agdm/image/32535.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, south coast, Youghal Harbour / surveyed by Captn. G.A. Frazer, R.N.M.R.I.A. 1850 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty August 4th 1851 ; Engraved by J. & C. Walker.",[Small correction ...18]70.,"Yougal Harbour, Ireland 1870",Great Britain. Hydrographic Office. Admiralty chart ; 2071.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1870;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland -- Youghal (Cork); Coasts -- Ireland -- Youghal (Cork) -- Maps;,Europe;,Ireland;,,,,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 6 coastal profiles.; ""2071."";",,,,cartographic image,still image,Maps,Grayscale;,"approximately 1:19,000 (W 7°55ʹ08ʺ--W 7°44ʹ33ʺ/N 51°58ʹ56ʺ--N 51°50ʹ08ʺ);",W 7°55ʹ08ʺ--W 7°44ʹ33ʺ/N 51°58ʹ56ʺ--N 51°50ʹ08ʺ,American Geographical Society Library - Maps,,"1 map ; 92 x 56 cm, on sheet 103 x 69 cm;",BA 2071 1870,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029445,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","An 1851 nautical chart maps Youghal Harbour on Ireland's Cork south coast, displaying depths, shore details, and navigation.",DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32533,32533,32537.jp2,/agdm/image/32537.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, sheet V, Teelin Hd. to Downpatrick Hd. / Donegal & Sligo Bays surveyed by Captn. G.A. Bedford assisted by Lieut. E.W. Sidney Messrs. G.E. Davis & F.B. Horner R.N. 1853, Killala Bay by Captn. R.B. Beechey assisted by Lieut. A.G. Edye R.N. 1854 ; published at the Admiralty 24th Decr. 1858 ; Engraved by J. & C. Walker.",Corrections ... June [18]65. [Small corrections ... 18]69.,"Donegal Bay, Ireland 1869",Great Britain. Hydrographic Office. Admiralty chart ; 2440.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1869;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland -- Donegal Bay; Coasts -- Ireland -- Donegal Bay -- Maps;,Europe;,Ireland;,,,County Donegal;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 1 coastal profile.; ""2440."";",,,,cartographic image,still image,Maps,Grayscale;,"1:145,000 (W 9°24ʹ00ʺ--W 7°58ʹ00ʺ/N 54°43ʹ00ʺ--N 54°06ʹ00ʺ);",W 9°24ʹ00ʺ--W 7°58ʹ00ʺ/N 54°43ʹ00ʺ--N 54°06ʹ00ʺ,American Geographical Society Library - Maps,,"1 map ; 48 x 65 cm, on sheet 51 x 69 cm;",BA 2440 1869,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029438,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 19th-century Admiralty chart shows Ireland's Donegal and Sligo Bays coastline with depth contours, running from Teelin.",DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32535,32535,32540.jp2,/agdm/image/32540.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, sheet VI, Downpatrick Hd. to Achill Hd. / surveyed by Commr. R.B. Beechey Lieut. A.G. Edye and Mr. A.B. Usborne R.N. 1854 ; published at the Admiralty, 20th Decr. 1855 ; Engraved by J. & C. Walker.",Additions ... Novr. 1864. [Small corrections ... 18]66.,"Mayo, Ireland 1866",Great Britain. Hydrographic Office. Admiralty chart ; 2419.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1866;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland; Coasts -- Ireland -- Mayo (County) -- Maps;,Europe;,Ireland;,,,Mayo,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings; Includes 2 coastal profiles; ""2419."";",,,,cartographic image,still image,Maps,Grayscale;,"1:145,000 (W 10°41ʹ00ʺ--W 9°17ʹ00ʺ/N 54°34ʹ00ʺ--N 53°57ʹ00ʺ);",W 10°41ʹ00ʺ--W 9°17ʹ00ʺ/N 54°34ʹ00ʺ--N 53°57ʹ00ʺ,American Geographical Society Library - Maps,,"1 map ; 48 x 64 cm, on sheet 50 x 69 cm;",BA 2419 1866,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029440,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","This nautical chart displays Ireland's coastline from Downpatrick Head to Achill Head, marking depth soundings and land.",DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32536,32536,32539.jp2,/agdm/image/32539.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, sheet VII, Achill Head to Slyne Head, 1854 / from Roonagh Hd. northd. surveyed by Commr. R.B. Beechey, Lieut. A.G. Edye and Mr. A.B. Usborne, R.N. [from Roonagh Hd.] southd. [surveyed by] Captn. G.A. Bedford Lieut. F.W. Sidney Messrs. J.E. Davis & J.B. Horner R.N. ; published at the Admiralty 19th Decr. 1855 ; J. & C. Walker Sculpt.",,"Mayo, Ireland 1861; Galway, Ireland 1861",Great Britain. Hydrographic Office. Admiralty chart ; 2420.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1861;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland; Coasts -- Ireland -- Mayo (County) -- Maps; Coasts -- Ireland -- Galway (County) -- Maps;,Europe;,Ireland;,,,Galway; Mayo;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings; Includes list of published plans; ""2420."";",,,,cartographic image,still image,Maps,Grayscale;,"1:145,000 (W 10°30ʹ00ʺ--W 9°09ʹ00ʺ/N 54°02ʹ00ʺ--N 53°23ʹ00ʺ);",W 10°30ʹ00ʺ--W 9°09ʹ00ʺ/N 54°02ʹ00ʺ--N 53°23ʹ00ʺ,American Geographical Society Library - Maps,,"1 map ; 50 x 62 cm, on sheet 51 x 68 cm;",BA 2420 1861,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029441,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",The British Admiralty's 1854-55 Ireland nautical chart spans Achill Head to Slyne Head.,DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32537,32537,32546.jp2,/agdm/image/32546.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, sheet XIII, Kinsale to Brattin Head / surveyed by Captn. Frazer, Comdrs. Wolfe and Church ; published according to Act of Parliament at the Hydrographic Office fo the Admiralty Feby. 6th 1856 ; J. & C. Walker Sculpt.",,"Cork, Ireland 1870; Waterford, Ireland 1870;",Great Britain. Hydrographic Office. Admiralty chart ; 2336.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1870;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland; Coasts -- Ireland -- Cork (County) -- Maps; Coasts -- Ireland -- Waterford (County) -- Maps;,Europe;,Ireland;,,,Cork; Waterford;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 1 coastal profile, 1 illustration and 1 inset map: [Ballycottin Bay]; ""2336."";",,,,cartographic image,still image,Maps,Grayscale;,"1:145,000 (W 8°33ʹ00ʺ--W 7°14ʹ00ʺ/N 52°10ʹ00ʺ--N 51°34ʹ00ʺ);",W 8°33ʹ00ʺ--W 7°14ʹ00ʺ/N 52°10ʹ00ʺ--N 51°34ʹ00ʺ,American Geographical Society Library - Maps,,"1 map ; 48 x 63 cm, on sheet 51 x 69 cm;",BA 2336 1870,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029442,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 19th-century British Hydrographic Office chart of Ireland's coast from Kinsale to Brattin Head, surveyed in 1856.",DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32539,32539,32545.jp2,/agdm/image/32545.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, north coast, Lough Foyle / surveyed by Mr. R. Hoskyn, Mast. assisted by Lieut. D. Aird & Mr. W.H. Obree R.N. 1853-4 ; published at the Admiralty, 21st June 1859 ; Engraved by J. & C. Walker.",Correctons ... July [18]63. [Small corrections ... 18]71.,"Derry, Northern Ireland",Great Britain. Hydrographic Office. Admiralty chart ; 2499.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1871;,"London : Hydrographic Office, Admiralty;","Nautical charts -- Foyle, Lough (Northern Ireland and Ireland); Harbors -- Northern Ireland -- Derry -- Maps;",Europe;,Northern Ireland;,,,Londonderry; Donegal;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings; Includes 6 coastal profiles and 1 inset map: Continuation of the River Foyle; ""Views by E. Radclyffe.""; ""2499."";",,,,cartographic image,still image,Maps,Grayscale;,"1:38,000 (W 7°21ʹ06ʺ--W 6°40ʹ14ʺ/N 55°16ʹ49ʺ--N 54°58ʹ47ʺ);",W 7°21ʹ06ʺ--W 6°40ʹ14ʺ/N 55°16ʹ49ʺ--N 54°58ʹ47ʺ,American Geographical Society Library - Maps,,"1 map ; 70 x 95 cm, on sheet 72 x 97 cm;",BA 2499 1871,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029444,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","An 1859 nautical chart depicts Lough Foyle's coastline, islands, and navigation routes with detailed contours.",DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32540,32540,32534.jp2,/agdm/image/32534.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, west coast, Mutton Id., Doonbeg Bay and parts adjacent / surveyed by Captn. G.A. Bedford, Lieutt. F.W. Sidney, Mr. T.E. Davis, Master & Mr. Horner, Mate, 1850 ; published at the Admiralty 5th May 1856 ; Engraved by J. & C. Walker.",,"Doonbeg, Ireland 1850",,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1850;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland -- Doonbeg; Coasts -- Ireland -- Doonbeg -- Maps;,Europe;,Ireland;,,,County Clare;,Doonbeg;,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. ""2442.""",,,,cartographic image,still image,Maps,Grayscale;,"1:24,200 (W 9°42ʹ08ʺ--W 9°25ʹ56ʺ/N 52°50ʹ08ʺ--N 52°43ʹ26ʺ);",W 9°42ʹ08ʺ--W 9°25ʹ56ʺ/N 52°50ʹ08ʺ--N 52°43ʹ26ʺ,American Geographical Society Library - Maps,,"1 map ; 49 x 62 cm, on sheet 52 x 69 cm;",BA 2442 1850,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029437,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",An 1856 Irish nautical chart maps Doonbeg Bay and Mutton Island with 1850 depth and coastline surveys.,DP,2022-08-31,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32541,32541,32538.jp2,/agdm/image/32538.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, south coast, Waterford Harbour / surveyed by Commr. G.A. Frazer, M.R.I.A., 1848 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty April 14th 1850 ; Engraved by J. & C. Walker.",Corrections to 1861. Small corrections ... [18]69.,"Waterford, Ireland 1869",Great Britain. Hydrographic Office. Admiralty chart ; 2046.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1869;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland -- Waterford; Harbors -- Ireland -- Waterford -- Maps;,Europe;,Ireland;,,,Waterford;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 1 coastal profile and 1 inset map: Continuation of the Barrow to New Ross.; ""2046."";",,,,cartographic image,still image,Maps,Grayscale;,"1:25,000 (W 7°07ʹ21ʺ--W 6°52ʹ47ʺ/N 52°19ʹ16ʺ--N 52°06ʹ26ʺ)",W 7°07ʹ21ʺ--W 6°52ʹ47ʺ/N 52°19ʹ16ʺ--N 52°06ʹ26ʺ,American Geographical Society Library - Maps,,"1 map ; 95 x 65 cm, on sheet 104 x 69 cm;",BA 2046 1869,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029447,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","An 1850s British Admiralty nautical chart maps Waterford Harbour's coastline, harbors, and shipping lanes along Ireland's.",DP,2022-09-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32548,32548,32561.jp2,/agdm/image/32561.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, west coast, Clifden and Mannin Bays to Aughrus Point / surveyed by Commr. G.A. Bedford assisted by Lieuts. J. Harding, F.W. Sidney, J.E. Davis Mastr., T.B. Horner Mate, 1847-8 ; published at the Admiralty 28th Jany. 1860 ; Engraved by J. & C. Walker.",,"Ireland, Europe 1860",Great Britain. Hydrographic Office. Admiralty chart ; 2708.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1860;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland; Coasts -- Ireland -- Galway (County) -- Maps;,Europe;,Ireland;,,,Donegal; Galway;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 1 coastal profile.; ""2708."";",,,,cartographic image,still image,Maps,Grayscale;,"1:21,120 (W 10°20ʹ56ʺ--W 10°00ʹ07ʺ/N 53°33ʹ02ʺ--N 53°26ʹ03ʺ);",W 10°20ʹ56ʺ--W 10°00ʹ07ʺ/N 53°33ʹ02ʺ--N 53°26ʹ03ʺ,American Geographical Society Library - Maps,,"1 map ; 63 x 97 cm, on sheet 69 x 103 cm;",BA 2708 1860,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029454,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 19th-century British Admiralty chart of Ireland's west coast—from Clifden to Mannin Bay—shows coastlines, bays, and water.",DP,2022-09-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32549,32549,32557.jp2,/agdm/image/32557.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, west coast, Broad Haven Bay / surveyed by Commr. R.B. Beechey R.N. assisted by Lieut. A.G. Edye & Mr. A.B. Usborne Master, R.N. 1853 ; published at the Admiralty 29th Jany. 1861 ; Engraved by J. & C. Walker.",,"County Mayo, Ireland 1861",Great Britain. Hydrographic Office. Admiralty chart ; 2703.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1861;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland; Coasts -- Ireland -- Mayo (County) -- Maps;,Europe;,Ireland;,,,Mayo;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 4 coastal profiles and 1 inset map: French Port, enlarged.; ""Reduced at Hydrog. Off. from the original scale of 4 inches to a statute mile.""; ""2703."";",,,,cartographic image,still image,Maps,Grayscale;,"1:48,672 (W 10°18ʹ01ʺ--W 9°41ʹ34ʺ/N 54°24ʹ01ʺ--N 54°11ʹ59ʺ);",W 10°18ʹ01ʺ--W 9°41ʹ34ʺ/N 54°24ʹ01ʺ--N 54°11ʹ59ʺ,American Geographical Society Library - Maps,,"1 map ; 62 x 95 cm, on sheet 69 x 103 cm;",BA 2703 1861,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029452,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 19th-century Admiralty chart of Broad Haven Bay on Ireland's southwest coast displays coastlines, water depths.",DP,2022-09-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32550,32550,32555.jp2,/agdm/image/32555.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, north coast, Lough Swilly, County Donegal / surveyed by Captain G.A. Bedford assisted by Lieut. T.B. Horner, R.N. 1855 ; published at the Admiralty, July 18th 1860 ; Engraved by J. & C. Walker.",Corrections March 1866.,"County Donegal, Ireland 1866",Great Britain. Hydrographic Office. Admiralty chart ; 2697.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1866;,"London : Hydrographic Office, Admiralty;","Nautical charts -- Ireland -- Swilly, Lough;",Europe;,Ireland;,,,Donegal;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes notes, 2 coastal profiles and 1 inset map.; ""2697."";",,,,cartographic image,still image,Maps,Grayscale;,"1:33,448 (W 7°44ʹ23ʺ--W 7°19ʹ30ʺ/N 55°19ʹ17ʺ--N 54°56ʹ22ʺ);",W 7°44ʹ23ʺ--W 7°19ʹ30ʺ/N 55°19ʹ17ʺ--N 54°56ʹ22ʺ,American Geographical Society Library - Maps,,"1 map ; 131 x 65 cm, on sheet 134 x 67 cm;",BA 2697 1866,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029455,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","British naval surveyors mapped Lough Swilly, County Donegal, in 1855-60 for a detailed nautical chart.",DP,2022-09-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32551,32551,32558.jp2,/agdm/image/32558.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, west coast, sheet I, Bantry Bay / surveyed by Commander Church, Lieut. Veitch & Mr. George, Master R.N., 1850 ; published at the Admiralty 19th Jany. 1856 ; Engraved by J. & C. Walker (Firm).",Corrections ... May [18]70.,"County Cork, Irleand 1870",Great Britain. Hydrographic Office. Admiralty chart ; 1840.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1870;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland -- Bantry Bay; Coasts -- Ireland -- Bantry Bay -- Maps;,Europe;,Ireland;,,,Cork;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 3 coastal profiles.; ""1840."";",,,,cartographic image,still image,Maps,Grayscale;,"1:24,000 (W 10°02ʹ38ʺ--W 9°41ʹ50ʺ/N 51°41ʹ00ʺ--N 51°32ʹ21ʺ);",W 10°02ʹ38ʺ--W 9°41ʹ50ʺ/N 51°41ʹ00ʺ--N 51°32ʹ21ʺ,American Geographical Society Library - Maps,,"1 map ; 66 x 96 cm, on sheet 69 x 103 cm;",BA 1840 1870,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029451,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","An 1850s nautical chart of Bantry Bay, Ireland, shows depths and coastlines.",DP,2022-09-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32552,32552,32556.jp2,/agdm/image/32556.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, west coast, Blacksod Bay / surveyed by Commr. R.B. Beechey assisted by Lieut. A.G. Edye and Mr. A.B. Usborne Master R.N. 1851 ; published at the Admiralty, 29th Jan. 1861 ; Engraved under the direction of Capt. G.A. Bedford R.N., by J. & C. Walker.",Corrections Novr. 1864. [Small corrections ... 18]66.,"County Mayo, Ireland 1866",Great Britain. Hydrographic Office. Admiralty chart ; 2704.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1866;,"London : Hydrographic Office, Admiralty;",Nautical charts -- Ireland; Coasts -- Ireland -- Achill Island -- Maps;,Europe;,Ireland;,,,Mayo;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 5 coastal profiles.; ""Reduced at the Hydrog. Off. from the original scale of 4 inches to a statute mile.""; ""2704."";",,,,cartographic image,still image,Maps,Grayscale;,"1:48,672 (W 10°29ʹ53ʺ--W 9°46ʹ15ʺ/N 54°14ʹ02ʺ--N 53°56ʹ25ʺ);",W 10°29ʹ53ʺ--W 9°46ʹ15ʺ/N 54°14ʹ02ʺ--N 53°56ʹ25ʺ,American Geographical Society Library - Maps,,"1 map ; 64 x 98 cm, on sheet 69 x 103 cm;",BA 2704 1866,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029453,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","Vintage 1861 British nautical chart depicts Blacksod Bay, Achill Island's western coastline, showing depths, tidal details.",DP,2022-09-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32553,32553,32560.jp2,/agdm/image/32560.jp2
20260817_agdm-export_Scale-Subset.csv,"Ireland, sheet XIV, Brattin Head to Wexford / surveyed by Commr. Frazer, M.R.I.A., 1847 ; published according to Act of Parliament at the Hydrographic Office of the Admiralty May 22nd 1851 : Engraved by J. & C. Walker.",[Small corrections ... 18]68. Corrections to ... Sept. [18]71.,"Waterford, Ireland 1871; Wexford, Ireland 1871",Great Britain. Hydrographic Office. Admiralty chart ; 2049.,Great Britain. Hydrographic Office.,J. & C. Walker (Firm),1871;,"London : Hydrographic Office, Admiralty",Nautical charts -- Ireland; Coasts -- Ireland -- Waterford -- Maps; Coasts -- Ireland -- Wexford -- Maps;,Europe;,Ireland;,,,County Waterford; County Wexford;,,"Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.; Includes 10 coastal profiles.; ""2049."";",,,,cartographic image,still image,Maps,Grayscale;,"approximately 1:150,000 (W 7°20ʹ00ʺ--W 6°02ʹ00ʺ/N 52°24ʹ00ʺ--N 51°48ʹ00ʺ);",W 7°20ʹ00ʺ--W 6°02ʹ00ʺ/N 52°24ʹ00ʺ--N 51°48ʹ00ʺ,American Geographical Society Library - Maps,,"1 map ; 48 x 62 cm, on sheet 51 x 69 cm;",BA 2049 1871,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029446,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",An 1847-51 nautical chart maps coastal Ireland from Rattlin Head to Wexford.,DP,2022-09-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32554,32554,32552.jp2,/agdm/image/32552.jp2
