Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"South America 1:1,000,000 Tierra del Fuego S. N. -18,19,20 [Argentina, Chile] / compiled and drawn by the American Geographical Society of New York ; reproduced and printed by A. Hoen and Company.",Provisional edition.,"Tierra del Fuego, Argentina & Chile 1955","World 1:1,000,000. South America ; SN-18,19,10.",American Geographical Society of New York.,A. Hoen & Co.,1955;,New York : American Geographical Society of New York;,Tierra del Fuego (Argentina and Chile) -- Maps.; Tierra del Fuego (Chile) -- Maps.; Isla de los Estados (Argentina) -- Maps.; Argentina -- Maps.; Chile -- Maps.; Pacific Coast (Chile) -- Maps.; Atlantic Coast (Argentina) -- Maps.;,South America;,Chile; Argentina;,,Tierra del Fuego (archipelago);,,,"Copy 3 lacks gradient tint coloring; Archive copy; Relief shown by contours, gradient tints and spot heights. Depth shown by soundings, isolines and gradient tints.; Shows boundaries, highways and roads, railways, airports, rivers and water features, and other details.; Includes index to adjoining sheets, reliability diagram, pronunciation guide, definitions and abbreviations, and metric conversion table.; Inset: Departmento de Isla de los Estados (Terr. Nac. de Tierra del Fuego).;",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 ; [modified polyconic proj.] (W 75°--W 65°/S 52°--S 56°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967502124,1 map : color ; 47 x 73 cm.;,"050-b A-1:1,000,000 SN 18, 19, 20 1955",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030168 (c3),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A detailed 1955 map of Tierra del Fuego in Argentina and Chile, showing coastlines, islands, and oceans with grid references.",DP,2023-08-28,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34037,34037,34043.jp2,/agdm/image/34043.jp2
"South America 1:1,000,000 Tierra del Fuego S. N. -18,19,20 [Argentina, Chile] / compiled and drawn by the American Geographical Society of New York ; reproduced and printed by A. Hoen and Company.",Provisional edition.,"Tierra del Fuego, Argentina & Chile 1955","World 1:1,000,000. South America ; SN-18,19,10.",American Geographical Society of New York.,A. Hoen & Co.,1955;,New York : American Geographical Society of New York;,Tierra del Fuego (Argentina and Chile) -- Maps.; Tierra del Fuego (Chile) -- Maps.; Isla de los Estados (Argentina) -- Maps.; Argentina -- Maps.; Chile -- Maps.; Pacific Coast (Chile) -- Maps.; Atlantic Coast (Argentina) -- Maps.;,South America;,Chile; Argentina;,,Tierra del Fuego (archipelago);,,,"Copy 2 lacks gradient tint coloring on land but includes depth gradient tints; Archive copy; Relief shown by contours, gradient tints and spot heights. Depth shown by soundings, isolines and gradient tints.; Shows boundaries, highways and roads, railways, airports, rivers and water features, and other details.; Includes index to adjoining sheets, reliability diagram, pronunciation guide, definitions and abbreviations, and metric conversion table.; Inset: Departmento de Isla de los Estados (Terr. Nac. de Tierra del Fuego).;",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 ; [modified polyconic proj.] (W 75°--W 65°/S 52°--S 56°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967502124,1 map : color ; 47 x 73 cm.;,"050-b A-1:1,000,000 SN 18, 19, 20 1955",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030168 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",A 1955 topographic map of Tierra del Fuego displays Argentina-Chile borders and key Atlantic/Pacific coastal channels.,DP,2023-08-28,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34038,34038,34044.jp2,/agdm/image/34044.jp2
"Cauquenes y Islas Esporadicas : South America 1:1,000,000 / compiled and drawn by the American Geographical Society of New York ; photo-lithographed and printed by A. Hoen and Company, Baltimore.",Provisional edition.,"Juan Fernández Islands, Chile 1927",,American Geographical Society of New York.,A. Hoen & Co.,1927;,New York : American Geographical Society of New York;,Easter Island -- Maps.; Juan Fernández Islands -- Maps.; Sala y Gómez Island -- Maps.; San Felix Island -- Maps.; San Ambrosio Island -- Maps.; South America -- Maps.;,South America;,Chile;,,Juan Fernández Islands;,,,"Uncolored version (lacks gradient tint coloring); Archive copy; Relief shown by contours, hypsometric tints and spot heights. Depth shown by soundings and isolines. Includes 4 insets, synoptical index, relative reliability diagram, index to adjoining sheets, note and legend. ""S. I-18."";",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 78°--W 72°/S 32°--S 36°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967602124,1 map : color ; 44 x 55 cm;,"050-b A-1:1,000,000 SI 18 1927",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030169 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",.,DP,2023-08-28,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34039,34039,34042.jp2,/agdm/image/34042.jp2
Comodoro Rivadavia / compiled and drawn by the American Geographical Society of New York and printed by A. Hoen & Co.,Provisional edition.,"Comodoro Rivadavia, Argentina 1947",,American Geographical Society of New York.,A. Hoen & Co.,1947;,New York : American Geographical Society of New York;,Comodoro Rivadavia (Argentina) -- Maps.; Argentina -- Maps.; South America -- Maps.;,South America;,Argentina;,Chubut;,,,Comodoro Rivadavia;,"Copy 2 lacks gradient tint coloring; Archive copy ; Relief shown by contours, hypsometric tints and spot heights ; depth shown by soundings and isolines.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; ""S. L-19."";",,,,cartographic image,still image,Maps,Color;,"1:1,000,000. 1 in. = 15.78 mi. (W 72°--W 65°/S 44°--S 48°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967402124,"1 map : color ; 47 x 55 cm, on sheet 67 x 79 cm;","050-b A-1:1,000,000 SL 19 1947",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030167 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","1947 topographic map of Comodoro Rivadavia, Argentina, showing land between 72°W, 65°W, 44°S, and 48°S coordinates.",DP,2023-08-28,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34040,34040,34045.jp2,/agdm/image/34045.jp2
"Peninsula de Taitao : South America 1:1,000,000 / compiled and drawn by the American Geographical Society of New York ; photo-lithographed and printed by A. Hoen & Company, Baltimore.",Provisional edition.,"Aisén, Chile 1928",,American Geographical Society of New York.,A. Hoen & Co.,1928;,New York : American Geographical Society of New York;,Geology -- Chile -- Aisén (Province) -- Maps.; Aisén (Province) -- Maps.; South America -- Maps.;,South America;,Chile;,Aisén;,,,,"Copy 2 lacks gradient tint coloring; Archive copy; Relief shown by contours, hypsometric tints and spot heights. Depth shown by soundings and isolines.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; Península de Taital is situated in the Aisén Region.; ""S. L-18."";",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 78°--W 72°/S 44°--S 48°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967702124,1 map : color ; 45 x 45 cm;,"050-b A-1:1,000,000 SL18 1928 (uncolored)",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030170 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","旧地質図と地形図で1928年に描かれたチリ・アイセン州のペンインスラ・デ・タイタオ (縮尺1:1,000,000).",DP,2023-08-28,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34041,34041,34041.jp2,/agdm/image/34041.jp2
"Coquimbo - San Juan : South America 1:1,000,000 / compiled and drawn by the American Geographical Society of New York ; photo lithographed and printed by A. Hoen and Company, Baltimore.",Provisional edition.,"Coquimbo, Chile 1929",,American Geographical Society of New York.,A. Hoen & Co.,1929;,New York : American Geographical Society of New York;,Geology -- Chile -- Coquimbo -- Maps.; Geology -- Argentina -- San Juan (Province) -- Maps.; Coquimbo (Chile) -- Maps.; San Juan (Argentina : Province) -- Maps.; South America -- Maps.;,South America;,Chile; Argentina;,,Coquimbo;,,Coquimbo;,"Copy 2 lacks gradient tint coloring; Archive copy; Relief shown by contours, hypsometric tints and spot heights. Depth shown by soundings and isolines.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; ""S. H-19."";",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 72°--W 66°/S 28°--S 32°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967202124,1 map : color ; 45 x 57 cm;,"050-b A-1:1,000,000 SH19 1929",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030165 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","Geological and topographical maps of Coquimbo, Chile, and San Juan, Argentina, at 1:1,000,000 scale, dated 1929.",DP,2023-08-28,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34043,34043,34047.jp2,/agdm/image/34047.jp2
"Uruguayana : South America 1:1,000,000 / compiled and drawn by the American Geographical Society of New York ; photo-lithographed and printed by A. Hoen and Company, Baltimore.",Provisional edition.,"Uruguayana, Brazil 1940",,American Geographical Society of New York.,A. Hoen & Co.,1940;,New York : American Geographical Society of New York;,Geology -- Uruguay River Region -- Maps.; Uruguay River Region -- Maps.; South America -- Maps.;,South America;,Brazil;,Rio Grande do Sul;,,,Uruguayana;,"Copy 5 lacks gradient tint coloring; Archive copy; Relief shown by contours, hypsometric tints and spot heights.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; ""S. H-21."";",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 60°--W 54°/S 28°--S 32°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967302124,1 map : color ; 45 x 57 cm;,"050-b A-1:1,000,000 SH21 1940",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030166 (c5),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1940 map of Uruguay River in South America highlights borders, railways, and terrain.",DP,2023-08-28,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34044,34044,34046.jp2,/agdm/image/34046.jp2
"Rio Purús : South America 1:1,000,000 S. B-20 / compiled and drawn by the American Geographical Society of New York ; photo lithographed and printed by A. Hoen and Company, Baltimore.",Provisional edition.,"Peru and Brazil, South America 1929",,American Geographical Society of New York.,A. Hoen & Co.,1929;,New York : American Geographical Society of New York;,Purus River Valley (Peru and Brazil) -- Maps.; Amazonas (Brazil); Geology -- Purus River Valley (Peru and Brazil) -- Maps.; South America -- Maps.;,South America;,Peru; Brazil;,,,,,"Copy 2 lacks gradient tint coloring; Archive copy; Relief shown by contours, hypsometric tints and spot heights.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; ""S. B-20."";",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 66°--W 60°/S 08°--S 08°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671966702124,1 map : color ; 45 x 67 cm;,"050-b A-1:1,000,000 SB 20 1929",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030160 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",The 1929 American Geographical Society map shows the Rio Purús basin in South America with rivers and boundaries.,DP,2023-09-11,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34053,34053,34054.jp2,/agdm/image/34054.jp2
"Iquique : South America 1:1,000,000 / compiled and drawn by the American Geographical Society of New York ; photo-lithographed and printed by A. Hoen and Company, Baltimore.",Provisional edition.,"Iquique, Chile 1927",,American Geographical Society of New York.,A. Hoen & Co.,1927;,New York : American Geographical Society of New York;,Iquique Bay (Chile) -- Maps.; South America -- Maps.; Geology -- Chile -- Iquique Bay -- Maps.;,South America;,Chile;,,Tarapacá;,,Iquique;,"Relief shown by contours, hypsometric tints and spot heights. Depth shown by soundings and isolines.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; ""S. F-19.""; Published under the patronage of FRederic C. Walcott.; Copy 2 lacks gradient tint coloring; Archive copy;",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 72°--W 66°/S 20°--S 24°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967002124,1 map : color ; 45 x 61 cm;,"050-b A-1:1,000,000 SF19 1927",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030163 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1927 map of Iquique Bay, Chile (1:1,000,000 scale) shows geographic, geological, and topographical features.",DP,2023-09-11,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34054,34054,34052.jp2,/agdm/image/34052.jp2
"Puno - Rio Beni : South America 1:1,000,000 / compiled and drawn by the American Geographical Society of New York ; photo lithographed and printed by A. Hoen and Company, Baltimore.",Provisional edition.,"Puno, Peru 1927",,American Geographical Society of New York.,A. Hoen & Co.,1927;,New York : American Geographical Society of New York;,Puno (Peru : Region) -- Maps.; South America -- Maps.; Geology -- Peru -- Puno (Region) -- Maps.;,South America;,Peru;,,,,Puno;,"Relief shown by contours, hypsometric tints and spot heights. Depths shown by isolines and soundings.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; ""S. D-19.""; Copy 2 lacks gradient tint coloring; Archive copy;",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 72°--W 66°/S 12°--S 16°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671966802124,1 map : color ; 45 x 64 cm;,"050-b A-1:1,000,000 SD 19 1927",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030161 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","1927 geological map covering Puno and Río Beni, South America (scale 1:1,000,000).",DP,2023-09-11,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34055,34055,34056.jp2,/agdm/image/34056.jp2
"La Paz : South America 1:1,000,000 / compiled and drawn by the American Geographical Society of New York ; photo lithographed and printed by A. Hoen and Company, Baltimore.",Provisional edition.,"La Paz, Bolivia 1922",,American Geographical Society of New York.,A. Hoen & Co.,1922;,New York : American Geographical Society of New York;,Geology -- Bolivia -- La Paz (Department) -- Maps.; La Paz (Bolivia : Department) -- Maps.; South America -- Maps.;,South America;,Bolivia;,,,,La Paz;,"Relief shown by contours, hypsometric tints and spot heights. Depth shown by soundings and isolines.; Includes synoptical index, relative reliability diagram, index to adjoining sheets, note and legend.; ""S. E-19.""; Copy 2 lacks gradient tint coloring; Archive copy;",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 (W 72°--W 66°/S 16°--S 20°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671966902124,1 map : color ; 45 x 63 cm;,"050-b A-1:1,000,000 SE19 1922",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030162 (c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1:1,000,000-scale map of La Paz depicts South America with detailed topography and railways.",DP,2023-09-11,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34056,34056,34053.jp2,/agdm/image/34053.jp2
"South America 1:1,000,000 Tierra del Fuego S. N. -18,19,20 [Argentina, Chile] / compiled and drawn by the American Geographical Society of New York ; reproduced and printed by A. Hoen and Company.",Provisional edition.,"Tierra del Fuego, Argentina and Chile 1955","World 1:1,000,000. South America ; SN-18,19,10.;",American Geographical Society of New York.,A. Hoen & Co.,1955;,New York : American Geographical Society of New York;,Tierra del Fuego (Argentina and Chile) -- Maps.; Tierra del Fuego (Chile) -- Maps.; Isla de los Estados (Argentina) -- Maps.; Argentina -- Maps.; Chile -- Maps.; Pacific Coast (Chile) -- Maps.; Atlantic Coast (Argentina) -- Maps.;,South America;,Argentina; Chile;,,Tierra del Fuego (archipelago);,,,"Relief shown by contours, gradient tints and spot heights. Depth shown by soundings, isolines and gradient tints.; Shows boundaries, highways and roads, railways, airports, rivers and water features, and other details.; Includes index to adjoining sheets, reliability diagram, pronunciation guide, definitions and abbreviations, and metric conversion table.; Inset: Departmento de Isla de los Estados (Terr. Nac. de Tierra del Fuego).; Copy lacks gradient tint coloring for depths but includes gradient tint coloring on land; Archive copy;",,,,cartographic image,still image,Maps,Color;,"1:1,000,000 ; [modified polyconic proj.] (W 75°--W 65°/S 52°--S 56°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013671967502124,1 map : color ; 47 x 73 cm.;,"050-b A-1:1,000,000 SN 18, 19, 20 1955",English; Spanish;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030168 (c4),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","The 1955 American Geographical Society map displays Tierra del Fuego with South America's coastline, rivers, and regional.",DP,2023-09-11,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34057,34057,34055.jp2,/agdm/image/34055.jp2
"Slovenia & Croatian Coast : scale 1:225,000-1:325,000 : waterproof / [prepared by] International Travel Maps ; edited by Yusuke Ujimiya, Tran Dinh Cuong ; Lan Joyce, editor in chief.",4th edition.,Slovenia and Croatia 2014,,International Travel Maps (Firm),"Ujimiya, Yusuke.   Tran, Dinh Cuong.   Joyce, Lan.   ITMB Publishing Ltd.",2014;,"Richmond, BC : ITMB Publishing Ltd.;",Roads -- Slovenia -- Maps.;  Roads -- Croatia -- Adriatic Coast -- Maps.;  Slovenia -- Maps.;  Adriatic Coast (Croatia) -- Maps.;  Dalmatia (Croatia) -- Maps.;  Istria (Croatia) -- Maps.;  Ljubljana (Slovenia) -- Maps.;  Central business districts -- Slovenia -- Ljubljana -- Maps.;,Europe;,Slovenia; Croatia;,,Istria; Dalmatia; Ljubljana;,,,"Road maps with tourist features.;  Relief shown by gradient tints and spot heights. Depths shown by gradient tints.;  Also covers Dalmatia and Istria (regions of Croatia).;  Titles from panels.;  At head of panel titles: International Travel Maps.;  Croatian Coast map oriented with north toward the upper left.;  ""© ITMB Publishing. 2014."";  The Croatian Coast map is printed in northwestern/southeastern segments.;  Includes notes, indexes of places, 2 title panels, and color illustrations.;  Insets: Ljubljana [city center] -- [Northeastern Slovenia] -- [Biševo and Svetac islands vicinity].;",,[Republic of Slovenia] -- Croatian Coast.;,,cartographic image,still image,Maps,Color;,"1:225,000 (E 13°22ʹ--E 15°56ʹ/N 46°43ʹ--N 45°21ʹ).;   1:325,000 (E 13°12ʹ--E 18°38ʹ/N 46°08ʹ--N 43°13ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma991012914540402124,"2 maps on 1 sheet : both sides, color ; each 69 x 99 cm, sheet 69 x 100 cm, folded to 25 x 11 cm;",662.1 A-2014,English; German;,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030226 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",,DP,2023-09-25,2023-09-25,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34123,34123,34135.cpd,/agdm/image/34135.cpd
Gross-Reichenberg und Umgebung / Gisaldruck v. Bogdan Gisevius.,,"Liberec, Czech Republic 1913",,,,1913;,Berlin : Gisaldruck v. Bogdan Gisevius;,Liberec (Czech Republic) -- Maps.;,Europe;,Czech Republic;,,Liberecký Kraj;,,Liberec;,Shows property lines and selected building footprints.;  Relief shown by form lines.;  Includes location map.;,,,,cartographic image,still image,Maps,Color;,"1:6,000 (E 14°57ʹ10ʺ--E 15°08ʹ48ʺ/N 50°49ʹ27ʺ--N 50°42ʹ28ʺ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013696368802124,1 map : color ; 132 x 194 cm;,646-c .L52 A-[1913],German,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030230 (s1-s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,DP,2023-10-02,2023-10-02,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34147,34147,34156.cpd,/agdm/image/34156.cpd
"Tabula generalis Marchionatus Moraviae in sex circulos divisae : quos mandato Caesareo accurate emensus / hac mappa delineatos exhibet Ioh. Christoph. Müller, S.C.M. Capitan ; editore Joh. Bapt. Homanno.",,"Moravia, Czech Republic, approximately 1715",,"Müller, J. C. (Johann Christoph), 1673-1721.","Homann, Johann Baptist, 1663-1724.",1715;,Noribergae : Joh. Bapt. Homann;,Moravia (Czech Republic) -- Maps -- Early works to 1800.,Europe;,Czech Republic;,,Moravia;,,,"""Cum privilegio Sac. Caes. Maj."";  Relief shown pictorially.;  Includes decorative cartouche and corner illustration.;  Bar scale given in ""milliarium Moravicorum."";",,,,cartographic image,still image,Maps,Color;,"approximately 1:640,000 (E 15°18ʹ0ʺ--E 18°30ʹ0ʺ/N 50°36ʹ0ʺ--N 47°52ʹ0ʺ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma991013747968402124,1 map : hand colored ; 46.3 x 56 cm;,646.2 B-[1715],Latin,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030413 (c1-c2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,DP,2023-12-04,2023-12-04,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34518,34518,34524.cpd,/agdm/image/34524.cpd
"Official map of Cuba / the Fort Dearborn Publishing Co., Map Engravers and Publishers.",,"Cuba, North and Central America 1899",,Fort Dearborn Publishing Co.,,1899;,,Cuba -- Maps.;,North and Central America;,Cuba;,,,,,"Relief shown by hachures on verso map.;  Includes text and inset map of the ""City of Havana."";  ""Map of the world on Mercators Projection"" and mariners compass on verso.;  ""Trace on the map the movements of our troops in Cuba."";",,,,cartographic image,still image,Maps,Color;,"approximately 1:2,220,000 (W 85°--W 74°/N 25°--N 19°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma991013672053202124,"1 map : color ; 32 x 51 cm, folded in cover 15 x 9 cm;",233 B-[1899],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap030415 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,DP,2023-12-04,2023-12-04,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/34521,34521,34527.cpd,/agdm/image/34527.cpd
