File,Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Place Lookup,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
20260817_agdm-export_Bbox-Subset.csv,Territoire d'Orvieto / Chez Pierre Mortier,,Italy 1700,,,"Mortier, Pierre, publisher ; Blaeu, Joan, 1596-1673, cartographer ;",1700,A Amsterdam Chez Pierre Mortier,Orvieto (Italy) -- Maps ; Terni (Italy : Province) -- Maps -- Early works to 1800 ; Umbria (Italy) -- Maps -- Early works to 1800 ;,Europe,Italy,,,,,Italy,"Relief shown pictorially. Title in a cartouche at the top left, surmounted by the arms of the Papal States, which are held in place by two angels bearing palms. This map was originally published in the Latin and French editions of Joan Blaeu's Theatrum Orbis Terrarum (1640-3, vol. 3), and over the next three decades it reappeared with considerable frequency in around twenty editions of Blaeu atlases. By the end of the century, the plate had entered the stock of Pierre Mortier, who reworked it into the state found here, with a French title instead of the original Latin one, and a new imprint immediately below. After establishing himself in Amsterdam as a purveyor of French maps, Mortier sought to acquire outdated Dutch stock for his ever expanding atlases. Titled 'Territoire d'Orvieto, chez Mortier.' in the Catalogue of the Maps, Prints, Drawings, etc., forming the geographical and topographical collection attached to the Library of his late Majesty King George the third, etc., London, 1829.",,,,cartographic image,Still image,Maps,Color;,"1:300,000","E 10°46'22""--E 11°58'01""/N 44°51'39""--N 44°14'02""",American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014667655602124,"1 map : colored, copperplate engraving ; 42.7 x 52.5 cm",655-c .O78 A-[1700?],French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031418,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A historic 18th-century map displays Orvieto's provincial districts in Umbria, bordering early boundaries near Terni.",,2026-04-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38327,38327,38322.jp2,/agdm/image/38322.jp2
20260817_agdm-export_Bbox-Subset.csv,Terre d'Otrante / Par Mr. Blaeu,,"Puglia, Italy 1720",,,"Mortier, Pierre, 1661-1711, publisher ; Blaeu, Joan, 1596-1673, cartographer ;",1720,se vend A Amsterdam : Chez Pierre Mortier,Puglia (Italy) -- Maps -- Early works to 1800;,Europe,Italy,,Puglia,,,Puglia,"Relief shown pictorially. Includes illustrations, decorative title cartouche in bottom center and dedication cartouche in lower left. This map was first published in the Latin and French editions of Blaeu's Theatrum Orbis Terrarum (1640-3, vol. 3), seemingly remaining in use until the late 1640s. By the end of the century, the plate had entered the stock of Pierre Mortier, who reworked it into the state found here, with a French title instead of the original Latin one, and a new imprint immediately below. After establishing himself in Amsterdam as a purveyor of French maps, Mortier sought to acquire outdated Dutch stock for his ever expanding atlases.",,,,cartographic image,Still image,Maps,Color;,,"E 16°38'00""--E 19°03'00""/N 41°11'00""--N 39°36'00""",American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014667655702124,"1 map : colored ; 38 x 50 cm, on sheet 53 x 63 cm",655-c .P83 A-[1720?],French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031417,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 17th-century map depicts Puglia in southern Italy's heel near the Gulf of Taranto, titled Terre d'Otrante by Blaeu.",,2026-04-14,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38328,38328,38317.jp2,/agdm/image/38317.jp2
20260817_agdm-export_Bbox-Subset.csv,Territoire de Pervse. &c / chez Pierre Mortier,,"Perugia, Italy 1700",,,"Mortier, Pierre, publisher ; Blaeu, Joan, 1596-1673, cartographer ;",1700,A Amsterdam : Chez Pierre Mortie,Perugia (Italy : Province) -- Maps -- Early works to 1800 ; Umbria (Italy) -- Maps -- Early works to 1800 ;,Europe;,Italy,Perugia,,,,Perugia,"Relief shown pictorially. Includes illustrations including decorative title cartouche in the bottom right corner, in a cartouche set into a pedestal, which is surmounted by a small shield with the keys of St. Peter, adorned with the Papal Crown, and guarded by two winged angels bearing a palm and the Papal cross. Decorative bar scale in upper right depicting small child with a tablet and calipers.",,,,cartographic image,Still image,Maps,Color;,,E 11°42ʹ00ʺ--E 12°53ʹ00ʺ/N 43°24ʹ00ʺ--N 42°51ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014667654702124,"1 map : colored, copperplate engraving ; 36.0 x 47.6 cm",655-c .P47 A-[1700],French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031427,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 17th-century map shows Perugia, Italy, and its surrounding Umbrian towns, with borders and landmarks marked.",,2026-04-16,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38334,38334,38336.jp2,/agdm/image/38336.jp2
20260817_agdm-export_Bbox-Subset.csv,Milwaukee County transit guide 2002 : get to know where we go,,"Milwaukee County, Wisconsin 2002",,Milwaukee County Transit System (Agency : Wis.),,2002,"Milwaukee, Wis. : Milwaukee County Transit System",Bus lines -- Wisconsin -- Milwaukee County -- Maps ; Bus lines -- Wisconsin -- Milwaukee -- Maps ; Central business districts -- Wisconsin -- Milwaukee -- Maps ;,North and Central America;,United States,Wisconsin,,Milwaukee,,Milwaukee,"Other title  2002 Milwaukee County transit guide  Notes  Includes index to bus routes and 7 inset maps.  Text, color illustrations, and fare information on verso.",,,,cartographic image,Still image,Maps,Color;,,W 88°04ʹ11ʺ--W 87°04ʹ09ʺ/N 43°11ʹ33ʺ--N 42°50ʹ31ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9920175723402124,"1 map : color ; 65 x 55 cm, on sheet 91 x 55 cm",893-c .M54 D-2002b,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031521 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-04-21,2026-04-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38340,38340,38344.cpd,/agdm/image/38344.cpd
20260817_agdm-export_Bbox-Subset.csv,Milwaukee County transit guide 2012 / Milwaukee County,,"Milwaukee County, Wisconsin 2012",,Milwaukee County Transit System (Agency : Wis.),,2012,"Milwaukee, Wis. : Milwaukee County Transit System",Bus lines -- Wisconsin -- Milwaukee County -- Maps ; Bus lines -- Wisconsin -- Milwaukee -- Maps ; Central business districts -- Wisconsin -- Milwaukee -- Maps ;,North and Central America;,United States,Wisconsin,,Milwaukee,,Milwaukee,"Panel title.  ""Featuring 3 new routes: Metro Express : Red Line, Blue Line,Green Line."" -- Panel.  Includes index for bus routes and 7 inset maps.  Text, color illustrations, and fare information on verso.",,,,cartographic image,Still image,Maps,Color;,,W 88°04ʹ11ʺ--W 87°04ʹ09ʺ/N 43°11ʹ33ʺ--N 42°50ʹ31ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9920272963402124,"1 map : color ; on sheet 91 x 55 cm, folded to 23 x 10 cm",893-c .M54 D-2012,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031520 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-04-21,2026-04-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38343,38343,38347.cpd,/agdm/image/38347.cpd
20260817_agdm-export_Bbox-Subset.csv,"Milwaukee County transit guide, 1996 / Milwaukee County",,"Milwaukee County, Wisconsin 1996",,Milwaukee County Transit System (Agency : Wis.),,1996,"Milwaukee, Wis. : Milwaukee County Transit System",Bus lines -- Wisconsin -- Milwaukee County -- Maps ; Bus lines -- Wisconsin -- Milwaukee -- Maps ; Central business districts -- Wisconsin -- Milwaukee -- Maps ;,North and Central America;,United States,Wisconsin,,Milwaukee,,Milwaukee,"Panel title.  Includes ""Downtown"" inset, bus route index, 7 ancillary maps, and notes.  Text, rider information, information about fares, special events, commuter options, and handicap services, express route ancillary map, and illustrations (most color) on verso.",,,,cartographic image,Still image,Maps,Color;,,W 88°04ʹ11ʺ--W 87°04ʹ09ʺ/N 43°11ʹ33ʺ--N 42°50ʹ31ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9920175703402124,1 map : color ; on sheet 78 x 48 cm,893-c .M54 D-1996,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031519 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-04-21,2026-04-21,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38346,38346,38350.cpd,/agdm/image/38350.cpd
20260817_agdm-export_Bbox-Subset.csv,"Appalachian region, as designated by the Appalachian Regional Commission, 1965 / prepared and published by the Geological Survey, United States Department of the Interior",,"Appalachian region, United States 1965",,Geological Survey (U.S.),,1965,"Washington, D.C. : U.S. Geological Survey",Appalachian Region -- Maps,North and Central America;,United States,,,,,United States,"Shows national parks, monuments, forests, wildlife refuges, native reservations, state capitals and county seats.",,,,cartographic image,Still image,Maps,Color,"1:2,500,000",W 88°49ʹ00ʺ--W 68°46ʹ00ʺ/N 49°09ʹ00ʺ--N 27°14ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9915360913402124,1 map : color ; 70 x 59 cm,800-c .A6R4 E-1965,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031526,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1965 map of Appalachia displays county boundaries and classifications across Kentucky, Tennessee, and nine neighboring.",,2026-05-07,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38372,38372,38373.jp2,/agdm/image/38373.jp2
20260817_agdm-export_Bbox-Subset.csv,Republic of Indonesia showing languages,,Indonesia 1965,,,,1965,Place of publication not identified : publisher not identified,Indonesia -- Languages -- Maps;,Asia;,Indonesia,,,,,Indonesia,"""Page 20"" and ""Paged 21"" -- bottom margin.  Text, illustrations and language key on verso.",,,,cartographic image,Still image,Maps,B&W;,"1:15,000,000",E 92°15ʹ00ʺ--E 147°48ʹ00ʺ/N 10°41ʹ00ʺ--S 15°04ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014750331702124,"1 map ; 23 x 40 cm, on sheet 28 x 43 cm",450 C-[1965],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am009342 am009343,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-05-15,2026-05-15,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38384,38384,38394.cpd,/agdm/image/38394.cpd
20260817_agdm-export_Bbox-Subset.csv,"Geologic Map of Indonesia / Prepared by Direktorat Geologi Indonesia,  Under the direction of Soetargo Sigit, Director and published by United States Geological Survey, Under the auspices of Agency for International Development, United States Department of State ; Peta Geologi Indonesia / Disusun oleh Direktorat Geologi, Dibawah pimpinan Soetarjo Sigit, Kepala, Dan diterbitkan oleh Agency for International Development, United States Department of State",,Indonesia 1965,Miscellaneous geologic investigations. Map I-414,"Indonesia. Direktorat Geologi ; Geological Survey (U.S.) ; Sigit, Soetarjo",,1965,"Washington, D.C., United States Geological Survey",Geology -- Indonesia -- Maps;,Asia;,Indonesia,,,,,Indonesia,"""The geology, compiled by Th. H.F. Klompé in 1954 ... has been brought up to date on the basis of investigations carried out to 1962.""  Title and explanations in English and Indonesian.",,,,cartographic image,Still image,Maps,Color;,"1:2,000,000.",E 94°46ʹ00ʺ--E 141°01ʹ00ʺ/N 6°16ʹ00ʺ--S 11°12ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9919780743402124,"1 map on 2 sheets : color ; 100 x 298 cm, sheets each 100 x 149 cm",441 G-1965 sheet 1 - sheet 2,English ; Indonesian,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am009338 am009339,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-05-15,2026-05-15,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38399,38399,38409.cpd,/agdm/image/38409.cpd
20260817_agdm-export_Bbox-Subset.csv,The kotapradja of Indonesia 1961,,Indonesia 1961 1962,,"Withington, William A.",,1962,Place of publication not identified : Withington,Indonesia -- Population -- Maps ; Cities and towns -- Indonesia -- Maps ;,Asia;,Indonesia,,,,,Indonesia,"Includes inset enlargement map of the island of Java, pie diagrams showing 1930 and 1961 population composition and population totals. ""Withington 1962"" -- lower left. Possibly from ""Pacific viewpoint.""",,,,cartographic image,Still image,Maps,B&W;,"1:17,000,000",E 94°46ʹ00ʺ--E 141°01ʹ00ʺ/N 6°16ʹ00ʺ--S 11°12ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014750331602124,1 map ; 19 x 25 cm,450 C-1962,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am009344,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1962 map of Indonesia's kotapradja cities shows ethnic composition and varying population sizes via circle sizes.,,2026-05-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38400,38400,38389.jp2,/agdm/image/38389.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Indonesia showing aerodromes, landing grounds, seaplane anchorage, naval bases, and regular commercial air routes].",,Indonesia 1942,,United States. Office of Coordinator of Information. Geographic Division,,1942,"Washington, D.C.? : Geog. Div., O.C.I.",Indonesia -- Maps ; Flight -- Maps ;,Asia;,Indonesia,,,,,Indonesia,"Shows aerodromes, landing grounds, seaplane anchorage, naval bases, and regular commercial air routes. ""No. 62.""",,,,cartographic image,Still image,Maps,,"1:12,000,000",E 94°46ʹ00ʺ--E 141°01ʹ00ʺ/N 6°16ʹ00ʺ--S 11°12ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9920227183402124,"1 map ; 21 x 43 cm, on sheet 24 x 49 cm",450 D-[1942?],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am009346,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1945 Indonesian map shows key air routes, aerodromes, naval bases, and seaplane anchorages.",,2026-05-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38401,38401,38387.jp2,/agdm/image/38387.jp2
20260817_agdm-export_Bbox-Subset.csv,Netherlands East Indies : Population in thousands,"Oct. 15, 1943.",Indonesia 1943,"Department of State publication, Far East Series ; Map 12.",United States. Department of State. Division of Geography and Cartography,,1943,"Washington, D.C. : Department of State, Division of Geography and Cartography",Population -- Maps ; Ethnology -- Indonesia -- Maps -- Nineteen forties ; Indonesia -- Maps -- Nineteen forties ;,Asia;,Indonesia,,,,,Indonesia,"Shows total populations by territory, divided by race. Statistics dated from 1930-1939. ""1121 E."" ""Cartogram to accompany Far East Series, Map 12.""",,,,cartographic image,Still image,Maps,B&W;,,"E 94°10'00""--E 162°25'00""/N 18°04'00""--S 14°41'00""",American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014750331502124,1 map : color ; sheet 43 x 27 cm,450 C-1943,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am009345,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1943 ethnic population map of the Dutch East Indies shows regional totals and percentages—by province—in thousands.,,2026-05-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38404,38404,38391.jp2,/agdm/image/38391.jp2
20260817_agdm-export_Bbox-Subset.csv,Kaart der Stoomvaartdiensten van de Koninklijke Paketvaart Maatschappij / lith. J.H. de Bussy,"""1e halfjaar 1914.""",Indonesia 1914,,,"Bussy, J. H. de. ; Koninklijke Paketvaart Maatschappij ;",1914,Amsterdam? : Koninklijke Paketvaart Maatschappij,Koninklijke Paketvaart Maatschappij -- Maps ; Packets -- Indonesia -- Maps ; Mail steamers -- Indonesia -- Maps ; Indonesia -- Maps ;,Asia;,Indonesia,,,,,Indonesia,"Relief shown by hachures. Includes 1 inset map: Java-Australië lign der Kon. Paketvaart Mij. Loaned by the American Geographical Society to the Peace Conference at Versailles, 1918-1919.",,,,cartographic image,Still image,Maps,Color;,,E 94°46ʹ00ʺ--E 141°01ʹ00ʺ/N 6°16ʹ00ʺ--S 11°12ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9917329303402124,"1 map : color, mounted on linen ; 31 x 82 cm",450 D-1914,Dutch,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031510,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1914 steamship route map from Koninklijke Paketvaart Maatschappij shows service across Indonesia and nearby waters.,,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38406,38406,38413.jp2,/agdm/image/38413.jp2
20260817_agdm-export_Bbox-Subset.csv,Mapa de Bolivia / Dibujado especialmente por Camilo Vallejos Z. bajo la dirección de los SS Carlos B. Cisneros y Rómulo E. Garcia para de la Geografia Comercial de la América del Sur ; Grabo. y Lito. por M. Badiola.,,Bolivia 1897,,"Cisneros, Carlos B. ; García, Rómulo E. ;",,1897,Lima : Geografia Comercial de la América del Sur,Bolivia -- Maps;,South America,Bolivia,,,,,Bolivia,Relief shown by hachures and spot heights. Includes note.,,,,cartographic image,Still image,Maps,Color;,"1:3,410,000",W 69°38ʹ00ʺ--W 57°27ʹ00ʺ/S 9°40ʹ00ʺ--S 22°53ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991012712832202124,1 map : color ;  62 x 54 cm,252 A-1897,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031535,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"Bolivia map from 1897 by Cisneros and García displays provincial borders, major cities, and terrain.",,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38408,38408,38419.jp2,/agdm/image/38419.jp2
20260817_agdm-export_Bbox-Subset.csv,"U.S. Department of Commerce, Economic Development Administration, qualified areas : July 1, 1966",,United States 1966,,United States. Economic Development Administration,,1966,"Washington, D.C. : Economic Development Administration","Economic assistance, Domestic -- United States -- Maps",North and Central America;,United States,,,,,United States,Includes insets of Western and Mid-Atlantic regions.,,,,cartographic image,Still image,Maps,Color;,"1:5,000,000",E 144°24ʹ00ʺ--W 64°21ʹ00ʺ/N 71°35ʹ00ʺ--S 14°45ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991012436036302124,1 map : color ; 62 x 99 cm,800 E-1966c,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031530,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1966 U.S. Economic Development Administration map highlights regions eligible for federal aid or grants nationwide.,,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38409,38409,38415.jp2,/agdm/image/38415.jp2
20260817_agdm-export_Bbox-Subset.csv,"Java / door E. de Geest, herzien door C.L. van Balen",,Java 1912,,"Geest, E. de. ;",,1912,Amsterdam : Seyffardt's Boekhandel,Java -- Maps;,Asia;,Java,,,,,Java,"Includes 1 inset map: Kangéan-Eilanden (behoorende bij de Residentie Madoera). ""Loaned by the American Geographical Society to the Peace Conference at Versailles, 1918-1919.""",,,,cartographic image,Still image,Maps,Color;,"1:1,000,000",E 105⁰00ʹ--E 114⁰40ʹ/ S 005⁰20ʹ--S 006⁰35ʹ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9916714303402124,1 map : color ; 42 x 108 cm,453 A-1912,Dutch,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031511,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1912 map by E. de Geest shows Java's political divisions, cities, and railways at a 1:1,000,000 scale.",,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38410,38410,38410.jp2,/agdm/image/38410.jp2
20260817_agdm-export_Bbox-Subset.csv,"Economic development districts, July 1, 1968",,United States 1968,,United States. Office of Development Districts,,1968,Washington : U.S. Department of Commerce,"Economic assistance, Domestic -- United States -- Maps",North and Central America;,United States,,,,,United States,Includes inset maps: Alaska.--Hawaii.--Guam.--Tutuila.--[Puerto Rico and Virgin Islands].,,,,cartographic image,Still image,Maps,B&W;,"1:6,000,000",E 144°24ʹ00ʺ--W 64°21ʹ00ʺ/N 71°35ʹ00ʺ--S 14°45ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991012436035502124,1 map ; 52 x 83 cm,800 E-[1968],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031531,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A U.S. map from July 1, 1968 shows government-backed Economic Development Districts with key areas highlighted under.",,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38411,38411,38417.jp2,/agdm/image/38417.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Indonesia showing oil fields, rubber, tin, oil refineries, and oil storage]",,Indonesia 1942,,United States. Office of Coordinator of Information. Geographic Division,,1942,"Washington, D.C.? : Geographic Div., O.C.I.",Natural resources -- Maps ; Indonesia -- Maps ;,Asia;,Indonesia,,,,,Indonesia,"Shows oil fields, rubber, tin, oil refineries, and oil storage. ""No. 60.""",,,,cartographic image,Still image,Maps,,"1:12,000,000",E 94°46ʹ00ʺ--E 141°01ʹ00ʺ/N 6°16ʹ00ʺ--S 11°12ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9920227173402124,"1 map ; 21 x 43 cm, on sheet 24 x 49 cm",450 E-[1942],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am009350,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1942 Indonesia map shows oil, rubber, and tin reserves and key refinery sites.",,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38412,38412,38412.jp2,/agdm/image/38412.jp2
20260817_agdm-export_Bbox-Subset.csv,Status of aerial mosaics / Geological Survey,,United States 1970,,Geological Survey (U.S.),,1970,"Washington, D.C. : U.S. Geological Survey",Photographic surveying -- United States -- Maps ; Aerial photogrammetry -- United States -- Maps ; United States -- Surveys -- Maps ;,North and Central America;,United States,,,,,United States,"""September 1970."" Includes text and index to firms flying each mosaic. ""Base map and subject data compiled by United States Geological Survey."" Insets: Hawaii -- Puerto Rico and Virgin Islands -- Alaska -- American Samoa -- Guam -- Panama Canal Zone.",,,,cartographic image,Still image,Maps,,"1:5,000,000",W 125⁰--W66⁰/N 50⁰--N 24⁰,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9915375813402124,1 map : color ; 71 x 100 cm,800 J-1970,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1970 Geological Survey map shows U.S. coverage gaps in aerial photogrammetry mosaics.,,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38413,38413,38420.jp2,/agdm/image/38420.jp2
20260817_agdm-export_Bbox-Subset.csv,"U. S. Department of Commerce, Economic Development Administration qualified areas : September 1, 1968",,United States 1968,,United States. Economic Development Administration,,1968,"Washington, D.C. : U.S. Dept. of Commerce, Economic Development Administration","Economic assistance, Domestic -- United States -- Maps",North and Central America;,United States,,,,,United States,"Shows areas qualified for full financial assistance and areas qualified for grants only. Insets: Alaska -- Hawaii -- Puerto Rico, Virgin Is. -- Guam --A. Samoa.",,,,cartographic image,Still image,Maps,Color;,"1:5,000,000",E 144°24ʹ00ʺ--W 64°21ʹ00ʺ/N 71°35ʹ00ʺ--S 14°45ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9915318173402124,1 map : color ; 62 x 99 cm,800 E-1968,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031529,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1968 U.S. Commerce Department map shows economic assistance areas: dark shading indicates full financial aid, while light.",,2026-06-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38414,38414,38418.jp2,/agdm/image/38418.jp2
